time,x,y,radius,v_x,v_y,a_x,a_y,total_energy
130334400.0,-144476764389.32278,-105564314977.26242,178933954421.81052,15709.030045642738,-22124.34738714737,0.0033456487541106135,0.002444553076579831,-373295891.5907392
130377600.0,-143795012399.58557,-106517805723.02037,178949849195.36557,15853.562071820315,-22018.74269423912,0.003328974200698217,0.0024659758447083775,-373279992.3115243
130420800.0,-143107032185.6768,-107466714356.03128,178965687648.42368,15997.37375729048,-21912.21253774772,0.003312167350688453,0.00248728337901647,-373264099.3596502
130464000.0,-142412854989.76358,-108411001003.79536,178981469445.807,16140.45938684022,-21804.76189577421,0.003295229007263829,0.0025084749213116495,-373248212.7070162
130507200.0,-141712512300.16083,-109350626009.57423,178997194254.8514,16282.813279954018,-21696.395779173545,0.003278159977194571,0.002529549718986607,-373232332.32541543
130550400.0,-141006035849.82892,-110285549933.80075,179012861745.41788,16424.429790968825,-21587.11923131332,0.0032609610708010024,0.0025505070250256287,-373216458.18653524
130593600.0,-140293457614.8647,-111215733555.4783,179028471589.90375,16565.303309227427,-21476.937327832213,0.0032436331019160816,0.002571346098010819,-373200590.261959
130636800.0,-139574809812.986,-112141137873.56967,179044023463.25378,16705.4282592302,-21365.855176398145,0.003226176887848118,0.002592066202128109,-373184728.52316725
130680000.0,-138850124902.00967,-113061724108.37555,179059517042.97125,16844.79910078524,-21253.877916466212,0.0032085932493436295,0.0026126666071730345,-373168872.9415385
130723200.0,-138119435578.3229,-113977453702.90239,179074952009.1287,16983.410329156886,-21141.010719036338,0.0031908830105503894,0.002633146588556316,-373153023.4883512
130766400.0,-137382774775.34853,-114888288324.22003,179090328044.37894,17121.256475212664,-21027.258786410704,0.0031730469989806162,0.0026535054273092097,-373137180.1347841
130809600.0,-136640175662.00365,-115794189864.80864,179105644833.96542,17258.332105568625,-20912.627351950945,0.003155086045474358,0.002673742410088679,-373121342.8519185
130852800.0,-135891671641.15233,-116695120443.89522,179120902065.7332,17394.631822733118,-20797.121679835112,0.0031370009841630055,0.002693856829182321,-373105511.61073786
130896000.0,-135137296348.05193,-117591042408.77965,179136099430.13895,17530.150265248958,-20680.747064814437,0.0031187926524330117,0.002713847982513137,-373089686.38213074
130939200.0,-134377083648.79333,-118481918336.15019,179151236620.2616,17664.882107834062,-20563.50883196987,0.003100461890889753,0.0027337151736440755,-373073867.13689095
130982400.0,-133611067638.73528,-119367711033.38846,179166313331.81253,17798.8220615205,-20445.412336468446,0.003082009543321566,0.0027534577117823904,-373058053.84571826
131025600.0,-132839282640.93253,-120248383539.86388,179181329263.1455,17931.964873791992,-20326.462963319445,0.0030634364566639607,0.0027730749117838172,-373042246.47922194
131068800.0,-132061763204.55826,-121123899128.21759,179196284115.26688,18064.305328719875,-20206.666127130386,0.0030447434809639877,0.002792566094156548,-373026445.00791895
131112000.0,-131278544103.3206,-121994221305.63585,179211177591.8454,18195.83824709752,-20086.027271862822,0.003025931469344784,0.0028119305850650284,-373010649.402237
131155200.0,-130489660333.87332,-122859313815.11278,179226009399.22195,18326.558486573213,-19964.551870588013,0.003007001277970288,0.002831167716333581,-372994859.63251555
131198400.0,-129695147114.22086,-123719140636.70271,179240779246.4193,18456.46094178153,-19842.245425242403,0.0029879537660101197,0.002850276825449841,-372979075.6690061
131241600.0,-128895039882.11775,-124573665988.76181,179255486845.1516,18585.540544473166,-19719.11346638297,0.002968789795604633,0.0028692572555680225,-372963297.4818747
131284800.0,-128089374293.46243,-125422854329.17923,179270131909.83386,18713.792263643285,-19595.16155294243,0.0029495102318301343,0.002888108355512014,-372947525.0412019
131328000.0,-127278186220.68553,-126266670356.59764,179284714157.59125,18841.211105658345,-19470.39527198431,0.002930115942664276,0.0029068294797783044,-372931758.31698465
131371200.0,-126461511751.13268,-127105079011.6232,179299233308.26834,18967.792114381442,-19344.820238457887,0.002910607798951614,0.0029254199885387503,-372915997.27913725
131414400.0,-125639387185.44203,-127938045478.02487,179313689084.4382,19093.53037129615,-19218.442094953014,0.0028909866743693376,0.002943879247643171,-372900241.8974929
131457600.0,-124811849035.91646,-128765535183.92328,179328081211.41147,19218.420995628905,-19091.26651145483,0.0028712534453931653,0.0029622066286217955,-372884492.14180404
131500800.0,-123978934024.89032,-129587513802.96883,179342409417.24506,19342.45914446989,-18963.299185098367,0.0028514089912634205,0.0029804015086875545,-372868747.9817448
131544000.0,-123140679083.0913,-130403947255.5093,179356673432.7511,19465.64001289247,-18834.545839923067,0.0028314541939512584,0.0029984632707382125,-372853009.38691074
131587200.0,-122297121347.99687,-131214801709.74678,179370872991.5056,19587.958834071163,-18705.012226627176,0.002811389938125073,0.003016391303358351,-372837276.3268208
